Year,Home,hFGM,hFGA,hFGpercent,h3PM,h3PA,h3Ppercent,hFTM,hFTA,hOREB,hDREB,hTO,hPoints,Away,aFGM,aFGA,aFGpercent,a3PM,a3PA,a3Ppercent,aFTM,aFTA,aOREB,aDREB,aTO,aPoints,HTWon,heFG,hTOV,hORB,hDRB,hFTF,aeFG,aTOV,aORB,aDRB,aFTF
2019-2020,Brock,23,65,35.4,11,32,34.4,15,20,11,25,9,72,Lakehead,15,56,26.8,2,17,11.8,7,17,13,19,17,39,1,0.438461538,0.125348189,0.366666667,0.657894737,0.230769231,0.285714286,0.251926497,0.342105263,0.633333333,0.125
2019-2020,McMaster,29,72,40.3,12,33,36.4,8,10,18,25,16,78,Toronto,21,59,35.6,3,12,25,11,12,14,27,25,56,1,0.486111111,0.215053763,0.4,0.641025641,0.111111111,0.381355932,0.332093518,0.358974359,0.6,0.186440678
2019-2020,Western,29,76,38.2,2,19,10.5,19,26,18,32,17,79,Ontario Tech,17,63,27,6,21,28.6,13,26,7,24,13,53,1,0.394736842,0.196668209,0.428571429,0.820512821,0.25,0.317460317,0.161611139,0.179487179,0.571428571,0.206349206
2019-2020,Waterloo,15,62,24.2,8,21,38.1,15,20,14,35,23,53,Nipissing,21,76,27.6,7,32,21.9,9,15,11,23,16,58,0,0.306451613,0.288220551,0.378378378,0.760869565,0.241935484,0.322368421,0.182648402,0.239130435,0.621621622,0.118421053
2019-2020,Windsor,31,77,40.3,12,30,40,8,10,16,31,15,82,Queen's,25,72,34.7,9,38,23.7,7,9,12,22,17,66,1,0.480519481,0.186567164,0.421052632,0.720930233,0.103896104,0.409722222,0.209980237,0.279069767,0.578947368,0.097222222
2019-2020,Wilfrid Laurier,22,66,33.3,9,34,26.5,12,15,9,33,10,65,Laurentian,20,67,29.9,5,27,18.5,12,16,11,27,8,57,1,0.401515152,0.135869565,0.25,0.75,0.181818182,0.335820896,0.112612613,0.25,0.75,0.179104478
2019-2020,York,24,60,40,2,18,11.1,17,20,11,28,25,67,Ryerson,20,69,29,4,28,14.3,8,10,11,16,15,52,1,0.416666667,0.301932367,0.407407407,0.717948718,0.283333333,0.31884058,0.19379845,0.282051282,0.592592593,0.115942029
2019-2020,Algoma,19,62,30.6,10,30,33.3,18,22,6,24,15,66,Ottawa,24,72,33.3,2,16,12.5,15,20,16,29,15,65,1,0.387096774,0.185919683,0.171428571,0.6,0.290322581,0.347222222,0.187969925,0.4,0.828571429,0.208333333
2019-2020,Guelph,22,57,38.6,8,27,29.6,10,15,9,22,16,62,Carleton,27,62,43.5,6,20,30,12,19,9,20,15,72,0,0.456140351,0.226628895,0.310344828,0.709677419,0.175438596,0.483870968,0.196437926,0.290322581,0.689655172,0.193548387
2019-2020,Ontario Tech,12,52,23.1,2,12,16.7,7,14,6,16,12,33,Ryerson,32,75,42.7,11,26,42.3,7,8,15,29,8,82,0,0.25,0.187032419,0.171428571,0.516129032,0.134615385,0.5,0.111856823,0.483870968,0.828571429,0.093333333
2019-2020,Waterloo,21,68,30.9,4,19,21.1,12,17,10,21,18,58,Western,28,66,42.4,7,26,26.9,15,22,13,28,18,78,0,0.338235294,0.215620508,0.263157895,0.617647059,0.176470588,0.477272727,0.223103619,0.382352941,0.736842105,0.227272727
2019-2020,Wilfrid Laurier,19,54,35.2,5,16,31.2,12,16,2,39,25,55,Guelph,19,83,22.9,5,27,18.5,8,10,14,30,15,51,1,0.398148148,0.297477392,0.0625,0.735849057,0.222222222,0.259036145,0.169683258,0.264150943,0.9375,0.096385542
2019-2020,Algoma,23,50,46,6,15,40,9,17,7,14,16,61,Windsor,25,67,37.3,7,19,36.8,18,30,24,18,11,75,0,0.52,0.240673887,0.28,0.368421053,0.18,0.425373134,0.163690476,0.631578947,0.72,0.268656716
2019-2020,Carleton,20,54,37,5,19,26.3,20,30,14,18,17,65,Lakehead,22,58,37.9,6,20,30,4,9,13,20,18,54,1,0.416666667,0.242165242,0.411764706,0.580645161,0.37037037,0.431034483,0.268817204,0.419354839,0.588235294,0.068965517
2019-2020,Laurentian,20,63,31.7,8,32,25,9,11,7,31,21,57,McMaster,27,81,33.3,5,37,13.5,11,14,22,35,17,70,0,0.380952381,0.25659824,0.166666667,0.58490566,0.142857143,0.364197531,0.20691334,0.41509434,0.833333333,0.135802469
2019-2020,Nipissing,16,62,25.8,3,29,10.3,6,13,10,26,15,41,Brock,25,73,34.2,8,27,29.6,4,6,18,33,20,62,0,0.282258065,0.206270627,0.23255814,0.590909091,0.096774194,0.397260274,0.257599176,0.409090909,0.76744186,0.054794521
2019-2020,Ottawa,23,76,30.3,5,20,25,6,9,19,29,14,57,York,18,59,30.5,3,17,17.6,10,19,15,29,23,49,1,0.335526316,0.186766275,0.395833333,0.659090909,0.078947368,0.330508475,0.305201699,0.340909091,0.604166667,0.169491525
2019-2020,Queens,27,67,40.3,9,34,26.5,20,26,13,24,20,83,Toronto,29,54,53.7,5,15,33.3,13,18,4,30,28,76,1,0.470149254,0.234082397,0.302325581,0.857142857,0.298507463,0.583333333,0.325884544,0.142857143,0.697674419,0.240740741
2019-2020,Algoma,13,55,23.6,6,21,28.6,11,23,12,29,17,43,Windsor,16,69,23.2,2,19,10.5,21,30,17,22,13,55,0,0.290909091,0.242441529,0.352941176,0.630434783,0.2,0.246376812,0.166240409,0.369565217,0.647058824,0.304347826
2019-2020,Carleton,22,58,37.9,3,16,18.8,10,18,6,23,16,57,York,18,60,30,3,15,20,14,16,15,27,25,53,1,0.405172414,0.210748156,0.181818182,0.605263158,0.172413793,0.325,0.32450675,0.394736842,0.818181818,0.233333333
2019-2020,Guelph,33,83,39.8,2,18,11.1,9,14,19,28,10,77,Waterloo,21,66,31.8,2,18,11.1,5,10,9,26,21,49,1,0.409638554,0.124750499,0.422222222,0.756756757,0.108433735,0.333333333,0.254854369,0.243243243,0.577777778,0.075757576
2019-2020,Laurentian,18,56,32.1,6,30,20,22,28,6,25,13,64,Brock,32,68,47.1,10,27,37,12,15,8,32,11,86,0,0.375,0.17259692,0.157894737,0.757575758,0.392857143,0.544117647,0.141752577,0.242424242,0.842105263,0.176470588
2019-2020,Nipissing,17,62,27.4,6,25,24,8,18,14,35,30,48,McMaster,29,74,39.2,5,19,26.3,11,23,9,28,7,74,0,0.322580645,0.349162011,0.333333333,0.795454545,0.129032258,0.425675676,0.085241111,0.204545455,0.666666667,0.148648649
2019-2020,Ontario Tech,20,63,31.7,4,13,30.8,10,19,16,21,18,54,Toronto,20,59,33.9,1,10,10,14,20,14,18,23,55,0,0.349206349,0.245365322,0.470588235,0.6,0.158730159,0.347457627,0.299479167,0.4,0.529411765,0.237288136
2019-2020,Ottawa,28,77,36.4,8,30,26.7,12,12,20,35,18,76,Lakehead,17,63,27,5,17,29.4,7,12,14,28,22,46,1,0.415584416,0.224215247,0.416666667,0.714285714,0.155844156,0.30952381,0.288411117,0.285714286,0.583333333,0.111111111
2019-2020,Queens,23,66,34.8,8,28,28.6,12,15,12,25,19,66,Ryerson,27,65,41.5,9,29,31,10,16,16,31,17,73,0,0.409090909,0.238693467,0.279069767,0.609756098,0.181818182,0.484615385,0.232749179,0.390243902,0.720930233,0.153846154
2019-2020,Wilfrid Laurier,22,65,33.8,3,15,20,12,14,11,27,15,59,Western,26,69,37.7,6,17,35.3,16,20,9,27,9,74,0,0.361538462,0.199574242,0.289473684,0.75,0.184615385,0.420289855,0.115681234,0.25,0.710526316,0.231884058
2019-2020,Ryerson,27,68,39.7,9,23,39.1,12,14,12,31,14,75,Toronto,17,56,30.4,4,18,22.2,18,28,12,30,22,56,1,0.463235294,0.183823529,0.285714286,0.720930233,0.176470588,0.339285714,0.280898876,0.279069767,0.714285714,0.321428571
2019-2020,Western,32,70,45.7,1,12,8.3,9,11,11,35,9,74,Wilfrid Laurier,17,58,29.3,5,15,33.3,7,12,6,23,12,46,1,0.464285714,0.123558484,0.323529412,0.853658537,0.128571429,0.336206897,0.173210162,0.146341463,0.676470588,0.120689655
2019-2020,Windsor,26,69,37.7,6,25,24,15,22,12,31,24,73,Guelph,21,75,28,3,24,12.5,16,22,15,21,16,61,1,0.420289855,0.264666961,0.363636364,0.673913043,0.217391304,0.3,0.186741363,0.326086957,0.636363636,0.213333333
2019-2020,Carleton,29,61,47.5,8,25,32,13,20,16,24,17,79,Laurentian,23,55,41.8,8,25,32,4,11,7,18,18,58,1,0.540983607,0.240112994,0.470588235,0.774193548,0.213114754,0.490909091,0.254093732,0.225806452,0.529411765,0.072727273
2019-2020,Lakehead,26,65,40,7,20,35,8,13,11,19,21,67,York,26,67,38.8,4,25,16,10,16,9,21,19,66,1,0.453846154,0.260158573,0.34375,0.678571429,0.123076923,0.417910448,0.226082818,0.321428571,0.65625,0.149253731
2019-2020,McMaster,34,79,43,5,26,19.2,7,13,16,21,15,80,Brock,31,63,49.2,9,28,32.1,11,19,12,30,26,82,0,0.462025316,0.179168657,0.347826087,0.636363636,0.088607595,0.563492063,0.304592315,0.363636364,0.652173913,0.174603175
2019-2020,Ottawa,35,75,46.7,11,25,44,10,13,16,32,14,91,Nipissing,14,57,24.6,3,29,10.3,13,21,14,26,20,44,1,0.54,0.177845528,0.380952381,0.695652174,0.133333333,0.271929825,0.276854928,0.304347826,0.619047619,0.228070175
2019-2020,Queens,30,97,30.9,12,49,24.5,4,10,29,32,15,76,Ontario Tech,17,59,28.8,0,9,0,13,20,13,41,30,47,1,0.371134021,0.171624714,0.414285714,0.711111111,0.041237113,0.288135593,0.353773585,0.288888889,0.585714286,0.220338983
2019-2020,Waterloo,23,62,37.1,5,18,27.8,14,24,6,34,18,65,Algoma,20,75,26.7,11,33,33.3,8,14,12,25,13,59,1,0.411290323,0.212866604,0.193548387,0.739130435,0.225806452,0.34,0.158227848,0.260869565,0.806451613,0.106666667
2019-2020,Carleton,28,49,57.1,11,22,50,11,15,5,37,20,78,Nipissing,15,68,22.1,9,31,29,8,10,9,18,11,47,1,0.683673469,0.283286119,0.217391304,0.804347826,0.224489796,0.286764706,0.147849462,0.195652174,0.782608696,0.117647059
2019-2020,Guelph,23,72,31.9,4,23,17.4,10,12,10,28,14,60,Western,25,75,33.3,6,21,28.6,8,10,10,24,17,64,0,0.347222222,0.172244094,0.294117647,0.736842105,0.138888889,0.373333333,0.196759259,0.263157895,0.705882353,0.106666667
2019-2020,Lakehead,20,66,30.3,6,20,30,11,15,10,13,18,57,York,31,56,55.4,9,23,39.1,11,16,7,26,17,82,0,0.348484848,0.223325062,0.277777778,0.65,0.166666667,0.633928571,0.232749179,0.35,0.722222222,0.196428571
2019-2020,Ottawa,26,78,33.3,6,29,20.7,10,15,15,42,14,68,Laurentian,15,65,23.1,4,23,17.4,7,12,8,40,20,41,1,0.371794872,0.167464115,0.272727273,0.84,0.128205128,0.261538462,0.243072436,0.16,0.727272727,0.107692308
2019-2020,Toronto,22,57,38.6,9,15,60,23,33,13,34,18,76,McMaster,25,71,35.2,5,33,15.2,11,23,16,26,16,66,1,0.464912281,0.235232619,0.333333333,0.68,0.403508772,0.387323944,0.197238659,0.32,0.666666667,0.154929577
2019-2020,Waterloo,20,73,27.4,5,25,20,13,19,10,30,10,58,Algoma,22,61,36.1,11,25,44,15,24,10,31,14,70,0,0.308219178,0.122910521,0.243902439,0.75,0.178082192,0.450819672,0.185283219,0.25,0.756097561,0.245901639
2019-2020,Wilfrid Laurier,15,56,26.8,6,25,24,10,16,12,23,19,46,Ryerson,25,66,37.9,7,25,28,8,13,16,26,14,65,0,0.321428571,0.271273558,0.315789474,0.58974359,0.178571429,0.431818182,0.200803213,0.41025641,0.684210526,0.121212121
2019-2020,Carleton,20,60,33.3,2,14,14.3,7,11,9,22,20,49,Ottawa,24,63,38.1,4,15,26.7,14,20,15,26,14,66,0,0.35,0.26371308,0.257142857,0.594594595,0.116666667,0.412698413,0.197740113,0.405405405,0.742857143,0.222222222
2019-2020,McMaster,17,59,28.8,6,24,25,6,12,10,20,18,46,Ryerson,33,71,46.5,8,22,36.4,10,13,16,35,13,84,0,0.338983051,0.249031544,0.222222222,0.555555556,0.101694915,0.521126761,0.176342919,0.444444444,0.777777778,0.14084507
2019-2020,Ontario Tech,20,56,35.7,1,7,14.3,12,20,6,25,18,53,Guelph,32,74,43.2,7,18,38.9,11,15,10,29,8,82,0,0.366071429,0.234375,0.171428571,0.714285714,0.214285714,0.47972973,0.10178117,0.285714286,0.828571429,0.148648649
2019-2020,Wilfrid Laurier,29,67,43.3,2,19,10.5,5,9,8,24,14,65,Waterloo,24,61,39.3,7,23,30.4,15,25,6,23,20,70,0,0.447761194,0.181912682,0.258064516,0.8,0.074626866,0.450819672,0.23255814,0.2,0.741935484,0.245901639
2019-2020,York,22,53,41.5,4,22,18.2,18,22,15,31,21,66,Brock,23,72,31.9,4,26,15.4,13,18,19,19,9,63,1,0.452830189,0.305765871,0.441176471,0.62,0.339622642,0.347222222,0.128718535,0.38,0.558823529,0.180555556
2019-2020,Laurentian,26,59,44.1,4,19,21.1,16,25,12,27,27,72,Ottawa,36,81,44.4,12,33,36.4,13,20,19,23,12,97,0,0.474576271,0.317647059,0.342857143,0.586956522,0.271186441,0.518518519,0.144927536,0.413043478,0.657142857,0.160493827
2019-2020,Nipissing,16,58,27.6,8,31,25.8,11,20,2,28,15,51,Carleton,28,65,43.1,2,16,12.5,2,5,7,37,22,60,0,0.344827586,0.187969925,0.051282051,0.8,0.189655172,0.446153846,0.267639903,0.2,0.948717949,0.030769231
2019-2020,Toronto,24,66,36.4,4,16,25,5,15,10,23,14,57,Western,27,65,41.5,6,16,37.5,10,17,15,37,18,70,0,0.393939394,0.182767624,0.212765957,0.605263158,0.075757576,0.461538462,0.238473768,0.394736842,0.787234043,0.153846154
2019-2020,Brock,32,79,40.5,10,27,37,10,12,18,21,11,84,Toronto,25,63,39.7,6,22,27.3,13,16,8,24,16,69,1,0.46835443,0.142339545,0.428571429,0.724137931,0.126582278,0.444444444,0.205023065,0.275862069,0.571428571,0.206349206
2019-2020,Laurentian,16,53,30.2,6,16,37.5,25,30,11,21,18,63,Carleton,25,55,45.5,12,27,44.4,16,18,9,29,16,78,0,0.358490566,0.245901639,0.275,0.7,0.471698113,0.563636364,0.228832952,0.3,0.725,0.290909091
2019-2020,Nipissing,24,62,38.7,8,32,25,3,5,10,21,18,59,Ottawa,29,67,43.3,5,22,22.7,11,16,15,23,12,74,0,0.451612903,0.249307479,0.303030303,0.583333333,0.048387097,0.470149254,0.168918919,0.416666667,0.696969697,0.164179104
2019-2020,Queens,35,78,44.9,7,28,25,7,10,20,31,16,84,Algoma,13,48,27.1,6,27,22.2,2,4,3,22,33,34,1,0.493589744,0.204081633,0.476190476,0.911764706,0.08974359,0.333333333,0.413741224,0.088235294,0.523809524,0.041666667
2019-2020,Ryerson,32,81,39.5,8,24,33.3,13,14,17,30,6,85,Western,29,70,41.4,7,23,30.4,8,11,12,34,15,73,1,0.444444444,0.078781513,0.333333333,0.714285714,0.160493827,0.464285714,0.19270298,0.285714286,0.666666667,0.114285714
2019-2020,Waterloo,21,57,36.8,7,19,36.8,6,13,12,27,37,55,Guelph,27,74,36.5,6,23,26.1,9,14,14,22,18,69,0,0.429824561,0.421796626,0.352941176,0.658536585,0.105263158,0.405405405,0.213878327,0.341463415,0.647058824,0.121621622
2019-2020,Wilfrid Laurier,17,54,31.5,3,13,23.1,20,32,6,24,17,57,Windsor,24,60,40,6,19,31.6,21,29,8,31,13,75,0,0.342592593,0.21497218,0.162162162,0.75,0.37037037,0.45,0.16718107,0.25,0.837837838,0.35
2019-2020,York,27,70,38.6,10,22,45.5,27,42,17,28,23,91,McMaster,30,68,44.1,8,25,32,16,25,8,28,19,84,1,0.457142857,0.243437765,0.377777778,0.777777778,0.385714286,0.5,0.211111111,0.222222222,0.622222222,0.235294118
2019-2020,Ontario Tech,26,82,31.7,5,21,23.8,13,25,21,18,18,70,Algoma,22,58,37.9,8,23,34.8,23,29,11,29,30,75,0,0.347560976,0.2,0.42,0.620689655,0.158536585,0.448275862,0.334224599,0.379310345,0.58,0.396551724
2019-2020,Brock,23,66,34.8,5,22,22.7,7,14,14,30,17,58,Western,28,77,36.4,5,24,20.8,6,8,19,33,14,67,0,0.386363636,0.226184141,0.29787234,0.612244898,0.106060606,0.396103896,0.185381356,0.387755102,0.70212766,0.077922078
2019-2020,Guelph,30,67,44.8,5,12,41.7,9,14,8,25,14,74,Wilfrid Laurier,19,59,32.2,5,11,45.5,13,18,3,23,15,56,1,0.485074627,0.176856998,0.258064516,0.892857143,0.134328358,0.36440678,0.19006589,0.107142857,0.741935484,0.220338983
2019-2020,McMaster,20,66,30.3,10,29,34.5,20,23,10,30,16,70,Windsor,20,69,29,3,25,12,9,12,22,35,23,52,1,0.378787879,0.194836824,0.222222222,0.576923077,0.303030303,0.311594203,0.305526036,0.423076923,0.777777778,0.130434783
2019-2020,Waterloo,17,65,26.2,6,15,40,15,18,15,20,26,55,Ryerson,34,82,41.5,8,30,26.7,9,11,20,29,18,85,0,0.307692308,0.309818875,0.340909091,0.5,0.230769231,0.463414634,0.212164074,0.5,0.659090909,0.109756098
2019-2020,Algoma,13,54,24.1,3,21,14.3,16,20,8,18,19,45,Lakehead,33,71,46.5,5,14,35.7,13,15,10,28,9,84,0,0.268518519,0.257452575,0.222222222,0.642857143,0.296296296,0.5,0.117493473,0.357142857,0.777777778,0.183098592
2019-2020,Carleton,31,61,50.8,8,23,34.8,15,17,15,28,21,85,Ontario Tech,10,50,20,0,12,0,12,23,10,13,26,32,1,0.573770492,0.281954887,0.535714286,0.736842105,0.245901639,0.2,0.341565949,0.263157895,0.464285714,0.24
2019-2020,Nipissing,21,62,33.9,9,31,29,13,23,11,24,22,64,Laurentian,18,58,31,3,28,10.7,16,33,12,27,23,55,1,0.411290323,0.264677575,0.289473684,0.666666667,0.209677419,0.336206897,0.275383142,0.333333333,0.710526316,0.275862069
2019-2020,Ottawa,35,73,47.9,2,17,11.8,9,17,20,29,15,81,Queen's,20,65,30.8,7,30,23.3,24,27,15,23,18,71,1,0.493150685,0.19872814,0.465116279,0.659090909,0.123287671,0.361538462,0.225338007,0.340909091,0.534883721,0.369230769
2019-2020,Waterloo,17,60,28.3,3,17,17.6,17,25,14,30,22,54,Toronto,18,55,32.7,6,17,35.3,13,26,9,24,19,55,0,0.308333333,0.278481013,0.368421053,0.769230769,0.283333333,0.381818182,0.248560963,0.230769231,0.631578947,0.236363636
2019-2020,Carleton,25,71,35.2,8,28,28.6,17,27,12,29,14,75,Queen's,28,69,40.6,7,26,26.9,17,25,11,32,19,80,0,0.408450704,0.164938737,0.272727273,0.725,0.23943662,0.456521739,0.215909091,0.275,0.727272727,0.246376812
2019-2020,McMaster,26,67,38.8,6,17,35.3,11,18,12,32,17,69,Western,30,64,46.9,0,11,0,12,27,13,32,19,72,0,0.432835821,0.212712713,0.272727273,0.711111111,0.164179104,0.46875,0.232046898,0.288888889,0.727272727,0.1875
2019-2020,Ottawa,41,77,53.2,7,26,26.9,12,20,19,33,11,101,Ontario Tech,10,54,18.5,1,11,9.1,13,20,13,18,26,34,1,0.577922078,0.141388175,0.513513514,0.717391304,0.155844156,0.194444444,0.343007916,0.282608696,0.486486486,0.240740741
2019-2020,Toronto,16,62,25.8,6,24,25,15,19,15,29,23,53,Ryerson,29,67,43.3,11,26,42.3,15,16,10,32,15,84,0,0.306451613,0.293517101,0.319148936,0.743589744,0.241935484,0.514925373,0.189777328,0.256410256,0.680851064,0.223880597
2019-2020,Brock,17,62,27.4,5,21,23.8,24,32,8,30,13,63,Windsor,19,78,24.4,5,37,13.5,11,16,17,30,12,54,1,0.314516129,0.160335471,0.210526316,0.638297872,0.387096774,0.275641026,0.149925037,0.361702128,0.789473684,0.141025641
2019-2020,Guelph,30,67,44.8,8,22,36.4,11,15,11,26,22,79,Lakehead,28,70,40,3,18,16.7,6,8,11,19,17,65,1,0.507462687,0.260047281,0.366666667,0.702702703,0.164179104,0.421428571,0.213782696,0.297297297,0.633333333,0.085714286
2019-2020,Western,26,72,36.1,7,27,25.9,12,18,14,33,22,71,Guelph,26,77,33.8,2,16,12.5,7,12,14,23,19,61,1,0.409722222,0.25022748,0.378378378,0.70212766,0.166666667,0.350649351,0.217690192,0.29787234,0.621621622,0.090909091
2019-2020,Windsor,34,70,48.6,10,25,40,12,21,8,28,9,90,Waterloo,20,67,29.9,3,13,23.1,7,13,9,22,21,50,1,0.557142857,0.112163509,0.266666667,0.756756757,0.171428571,0.320895522,0.247875354,0.243243243,0.733333333,0.104477612
2019-2020,Brock,30,64,46.9,15,25,60,3,5,13,29,15,78,Ontario Tech,20,64,31.2,4,15,26.7,6,19,15,20,14,50,1,0.5859375,0.219941349,0.393939394,0.659090909,0.046875,0.34375,0.196188341,0.340909091,0.606060606,0.09375
2019-2020,Lakehead,28,68,41.2,7,22,31.8,22,34,28,22,19,85,Laurentian,19,58,32.8,9,35,25.7,25,34,14,19,21,72,1,0.463235294,0.256895619,0.595744681,0.611111111,0.323529412,0.405172414,0.262631316,0.388888889,0.404255319,0.431034483
2019-2020,McMaster,27,69,39.1,7,29,24.1,15,23,15,36,16,76,Queen's,23,77,29.9,8,32,25,17,26,22,30,16,71,1,0.442028986,0.199700449,0.333333333,0.620689655,0.217391304,0.350649351,0.194080543,0.379310345,0.666666667,0.220779221
2019-2020,Ryerson,25,71,35.2,12,27,44.4,10,12,17,23,19,72,Ottawa,28,67,41.8,4,19,21.1,14,16,18,30,19,74,0,0.436619718,0.242718447,0.361702128,0.56097561,0.14084507,0.447761194,0.253198294,0.43902439,0.638297872,0.208955224
2019-2020,Toronto,18,55,32.7,4,15,26.7,14,22,13,21,19,54,Carleton,29,63,46,11,22,50,3,6,10,28,17,72,0,0.363636364,0.268817204,0.317073171,0.677419355,0.254545455,0.547619048,0.234030837,0.322580645,0.682926829,0.047619048
2019-2020,Wilfrid Laurier,22,56,39.3,4,20,20,16,19,4,28,11,64,Algoma,18,59,30.5,8,24,33.3,5,5,6,23,16,49,1,0.428571429,0.154147982,0.148148148,0.823529412,0.285714286,0.372881356,0.224719101,0.176470588,0.851851852,0.084745763
2019-2020,York,33,77,42.9,6,25,24,12,19,23,36,13,84,Nipissing,25,65,38.5,10,33,30.3,10,16,8,22,13,70,1,0.467532468,0.172505308,0.511111111,0.818181818,0.155844156,0.461538462,0.16874351,0.181818182,0.488888889,0.153846154
2019-2020,Brock,28,78,35.9,12,33,36.4,13,18,18,33,8,81,Queen's,24,73,32.9,11,41,26.8,5,13,11,27,10,64,1,0.435897436,0.105374078,0.4,0.75,0.166666667,0.404109589,0.12866701,0.25,0.6,0.068493151
2019-2020,Guelph,27,72,37.5,7,23,30.4,10,14,8,19,22,71,Windsor,26,65,40,7,25,28,17,24,14,28,24,76,0,0.423611111,0.238715278,0.222222222,0.575757576,0.138888889,0.453846154,0.280504909,0.424242424,0.777777778,0.261538462
2019-2020,Lakehead,34,78,43.6,6,18,33.3,12,18,25,29,13,86,Nipissing,15,55,27.3,6,26,23.1,13,21,13,22,25,49,1,0.474358974,0.175865801,0.531914894,0.69047619,0.153846154,0.327272727,0.327911857,0.30952381,0.468085106,0.236363636
2019-2020,McMaster,33,77,42.9,12,32,37.5,9,15,23,32,14,87,Ontario Tech,22,59,37.3,7,23,30.4,4,8,6,22,22,55,1,0.506493506,0.18766756,0.511111111,0.842105263,0.116883117,0.43220339,0.280183393,0.157894737,0.488888889,0.06779661
2019-2020,Ryerson,19,67,28.4,7,26,26.9,6,10,19,36,17,51,Carleton,15,61,24.6,8,29,27.6,11,15,10,33,11,49,1,0.335820896,0.244956772,0.365384615,0.782608696,0.089552239,0.31147541,0.160349854,0.217391304,0.634615385,0.180327869
2019-2020,Toronto,16,56,28.6,4,22,18.2,24,29,7,30,23,60,Ottawa,28,69,40.6,5,22,22.7,18,25,13,34,14,79,0,0.321428571,0.271354412,0.170731707,0.697674419,0.428571429,0.442028986,0.172839506,0.302325581,0.829268293,0.260869565
2019-2020,Wilfrid Laurier,29,65,44.6,7,18,38.9,7,9,8,36,8,72,Algoma,13,60,21.7,5,22,22.7,6,13,5,23,7,37,1,0.5,0.116009281,0.258064516,0.87804878,0.107692308,0.258333333,0.103366804,0.12195122,0.741935484,0.1
2019-2020,York,31,75,41.3,6,22,27.3,7,11,15,28,21,75,Laurentian,15,57,26.3,5,21,23.8,13,18,12,27,26,48,1,0.453333333,0.244641193,0.357142857,0.7,0.093333333,0.307017544,0.329447542,0.3,0.642857143,0.228070175
2019-2020,Brock,29,70,41.4,9,27,33.3,6,8,10,20,12,73,York,19,72,26.4,7,29,24.1,10,11,20,26,20,55,1,0.478571429,0.158898305,0.277777778,0.5,0.085714286,0.3125,0.260281104,0.5,0.722222222,0.138888889
2019-2020,Ryerson,29,75,38.7,8,25,32,11,23,19,36,22,77,McMaster,30,80,37.5,9,27,33.3,12,16,16,30,20,81,0,0.44,0.249659555,0.387755102,0.692307692,0.146666667,0.43125,0.219683656,0.307692308,0.612244898,0.15
2019-2020,Laurentian,18,62,29,7,29,24.1,11,13,11,35,15,54,Algoma,19,61,31.1,8,29,27.6,11,13,6,30,13,57,0,0.346774194,0.209146682,0.268292683,0.853658537,0.177419355,0.37704918,0.176342919,0.146341463,0.731707317,0.180327869
2019-2020,Nipissing,16,67,23.9,3,28,10.7,11,17,13,24,23,46,Guelph,35,79,44.3,2,13,15.4,14,24,19,38,17,86,0,0.26119403,0.272253788,0.254901961,0.558139535,0.164179104,0.455696203,0.194152581,0.441860465,0.745098039,0.17721519
2019-2020,Ontario Tech,17,65,26.2,2,12,16.7,7,11,9,29,24,43,Wilfrid Laurier,18,64,28.1,2,24,8.3,21,24,12,24,20,59,0,0.276923077,0.282885431,0.272727273,0.707317073,0.107692308,0.296875,0.242248062,0.292682927,0.727272727,0.328125
2019-2020,Queens,35,76,46.1,5,22,22.7,10,12,14,32,17,85,Waterloo,21,71,29.6,5,20,25,9,18,14,27,20,56,1,0.493421053,0.20170859,0.341463415,0.695652174,0.131578947,0.330985915,0.23551578,0.304347826,0.658536585,0.126760563
2019-2020,Toronto,21,49,42.9,1,16,6.2,7,10,10,31,31,50,Lakehead,26,73,35.6,7,24,29.2,10,14,18,18,13,69,0,0.43877551,0.416666667,0.357142857,0.632653061,0.142857143,0.404109589,0.175296656,0.367346939,0.642857143,0.136986301
2019-2020,Western,27,68,39.7,6,16,37.5,11,16,6,29,12,71,Carleton,24,70,34.3,4,21,19,2,7,9,33,17,54,1,0.441176471,0.148075025,0.153846154,0.763157895,0.161764706,0.371428571,0.209669462,0.236842105,0.846153846,0.028571429
2019-2020,Windsor,18,53,34,4,18,22.2,15,23,10,29,23,55,Ottawa,24,72,33.3,4,15,26.7,14,20,15,23,11,66,0,0.377358491,0.302154493,0.303030303,0.659090909,0.283018868,0.361111111,0.143229167,0.340909091,0.696969697,0.194444444
2019-2020,Laurentian,20,63,31.7,5,29,17.2,11,15,11,20,26,56,Guelph,32,59,54.2,9,20,45,15,18,8,34,19,88,0,0.357142857,0.307328605,0.244444444,0.714285714,0.174603175,0.618644068,0.243839836,0.285714286,0.755555556,0.254237288
